prob,gene
219342_at,CASD1
220453_at,PQLC2
224627_at,GBA2
217951_s_at,PHF3
224802_at,NDFIP2
228023_x_at,ACTG1P4_///_AMY2B_///_RNPC3
237741_at,SLC25A36
211085_s_at,STK4
235533_at,COX19
203308_x_at,HPS1
227891_s_at,TAF15
223469_at,PGPEP1
215220_s_at,TPR
206477_s_at,NOVA2
225449_at,RDH13
227718_at,PURB
228223_at,ZSWIM3
229535_at,PTPMT1
205746_s_at,ADAM17
235374_at,---
218169_at,VAC14
241730_at,MYNN
220171_x_at,KIAA1704
226119_at,PCMTD1
218176_at,MAGEF1
210234_at,GRM4
218640_s_at,PLEKHF2
225675_at,TMEM260
205191_at,RP2
225950_at,SAMD8
229395_at,STX4
215476_at,---
201835_s_at,PRKAB1
227131_at,MAP3K3
36564_at,RNF19B
206031_s_at,USP5
202512_s_at,ATG5
212675_s_at,CEP68
214283_at,TMEM97
223441_at,SLC17A5
226692_at,HYPK_///_MIR1282_///_SERF2
238052_at,---
203226_s_at,TSPAN31
220690_s_at,DHRS7B
1553749_at,FAM76B
203223_at,RABEP1
233995_at,---
241779_at,MTX3
203531_at,CUL5
203422_at,POLD1
209701_at,ERAP1
235517_at,PACRGL
1558369_at,MPHOSPH9
235125_x_at,FAM73A
226004_at,CABLES2
214429_at,MTMR6
217144_at,UBBP1_///_UBBP1_///_UBBP4_///_UBBP4
235431_s_at,PELI3
217643_x_at,---
229375_at,PPIE
1554415_at,TAF5L
1554241_at,COCH
219185_at,SIRT5
204934_s_at,HPN
208044_s_at,PPARD
225629_s_at,ZBTB4
223566_s_at,BCOR
213508_at,SPTSSA
224843_at,SLAIN2
214496_x_at,KAT6B
238448_at,MRPL19
214403_x_at,SPDEF
222757_s_at,ZAK
204240_s_at,SMC2
221895_at,MOSPD2
203890_s_at,DAPK3_///_MIR637
204828_at,RAD9A
210706_s_at,RNF24
1559052_s_at,PAK2
1559347_at,---
221860_at,HNRNPL
209577_at,PCYT2
207535_s_at,NFKB2
211033_s_at,PEX7
227022_at,GNPDA2
242900_at,ALG10B
242725_at,---
242315_at,---
209154_at,P2RX5-TAX1BP3_///_TAX1BP3
213270_at,MPP2
200701_at,NPC2
212791_at,C1orf216
203660_s_at,PCNT
243470_at,---
204977_at,DDX10
225680_at,LRWD1_///_MIR4467
204084_s_at,CLN5
1557799_at,C11orf31
202771_at,PIEZO1
225360_at,TRABD
213234_at,KIAA1467
202088_at,SLC39A6
201156_s_at,RAB5C
212126_at,CBX5
225696_at,COPS7B
223460_at,CAMKK1
206613_s_at,TAF1A
238867_at,TMEM182
233946_at,SMU1
227256_at,USP31
213555_at,RWDD2A
213216_at,OTUD3
229466_at,TRIM66
212572_at,STK38L
209472_at,CCBL2
230151_at,SPRYD7
1555090_x_at,TMEM182
241959_at,ANAPC10
1563077_at,LOC100289058
219380_x_at,POLH
214808_at,LOC100996615
226355_at,POC1A
1555105_a_at,MIER1
220251_at,DIEXF
232710_at,---
205105_at,MAN2A1
1558705_at,ATOH8
212292_at,SLC7A1
202405_at,TIAL1
32062_at,LRRC14
202039_at,MYO18A_///_TIAF1
224978_s_at,USP36
209153_s_at,TCF3
242416_at,---
217841_s_at,PPME1
226349_at,C12orf45
239207_at,KDM5C
220235_s_at,LRIF1
203099_s_at,CDYL
225032_at,FNDC3B
203690_at,TUBGCP3
221705_s_at,SIKE1
243216_x_at,---
243683_at,MORF4L2
213510_x_at,USP32P2
237025_at,---
208124_s_at,SEMA4F
218365_s_at,DARS2
1552644_a_at,PHC3
221027_s_at,PLA2G12A
205026_at,STAT5B
205198_s_at,ATP7A
227042_at,YDJC
241425_at,NUPL1
212678_at,NF1
35617_at,MAPK7
223264_at,MESDC1
1570447_at,LINC00452
37986_at,EPOR
203379_at,RPS6KA1
221823_at,C5orf30
215055_at,B3GNTL1
236841_at,LOC100134445
228331_at,C11orf31
210005_at,GART
213608_s_at,SRRD
221268_s_at,SGPP1
1558236_at,---
1554063_at,ZHX1-C8ORF76
227385_at,PPAPDC2
200661_at,CTSA
218130_at,C17orf62
212682_s_at,LMF2
220238_s_at,KLHL7
225724_at,FLJ31306
239101_at,ITCH
200825_s_at,HYOU1
201449_at,TIA1
564_at,GNA11
218823_s_at,KCTD9
220797_at,METTL16
238562_at,UTP23
219120_at,C2orf44
223846_at,AZI2
217783_s_at,YPEL5
205761_s_at,DUS4L
1558487_a_at,TMED4
1569312_at,---
219929_s_at,ZFYVE21
220692_at,---
203751_x_at,JUND
204056_s_at,MVK
234991_at,ZXDC
1569713_at,SEC24B-AS1
238714_at,---
232087_at,CXorf23
210978_s_at,TAGLN2
218392_x_at,SFXN1
1557400_at,---
213459_at,RPL37A
235620_x_at,ZMYM5
210879_s_at,RAB11FIP5
205298_s_at,BTN2A2
201662_s_at,ACSL3
201548_s_at,KDM5B
242439_s_at,ASXL1
232865_at,AFF4
213052_at,PRKAR2A
201300_s_at,PRNP
213529_at,ZNF688
217604_at,---
208664_s_at,TTC3_///_TTC3P1
212457_at,TFE3
1570243_at,---
232551_at,SLC26A6
223214_s_at,ZHX1
205760_s_at,OGG1
218412_s_at,GTF2IRD1
234995_at,SPICE1
208906_at,BSCL2_///_HNRNPUL2-BSCL2
204171_at,RPS6KB1
240372_at,---
200676_s_at,UBE2L3
218587_s_at,POGLUT1
219183_s_at,CYTH4
226400_at,CDC42
205448_s_at,MAP3K12
219003_s_at,MANEA
202146_at,IFRD1
244474_at,---
220764_at,PPP4R2
204139_x_at,MZF1
213546_at,DKFZP586I1420
222358_x_at,---
1555758_a_at,CDKN3
215499_at,LOC100996792_///_MAP2K3
218759_at,DVL2
222767_s_at,C12orf49
214232_at,---
202558_s_at,HSPA13
228610_at,TM9SF3
226285_at,CAPRIN1
201745_at,TWF1
240919_at,OTTHUMG00000170349_///_RP11-536G4.2
209623_at,MCCC2
1559399_s_at,ZCCHC10
218018_at,PDXK
230016_at,LOC100506538_///_NDUFAF6
211985_s_at,CALM1_///_CALM2_///_CALM3
243181_at,ANKIB1
223391_at,SGPP1
216698_x_at,OR7E12P
218039_at,NUSAP1
244193_at,DNAJC22
226696_at,RBBP9
212124_at,ZMIZ1
212856_at,GRAMD4
235381_at,RSF1
205231_s_at,EPM2A
213225_at,PPM1B
214196_s_at,TPP1
220240_s_at,TMCO3
220967_s_at,ZNF696
225444_at,UBN2
204799_at,ZBED4
201957_at,PPP1R12B
229758_at,TIGD5
238609_at,FAM200A
201834_at,PRKAB1
215560_x_at,MTRF1L
219675_s_at,UXS1
1556982_at,---
227987_at,VPS13A
204305_at,MIPEP
1565852_at,OTTHUMG00000179335_///_RP11-4B16.1
228216_at,---
1555450_a_at,NAA16
1558822_at,---
202020_s_at,LANCL1
234562_x_at,---
224673_at,LENG8
227031_at,SNX13
201582_at,SEC23B
225323_at,CC2D1B
226220_at,METTL9
219048_at,PIGN
228168_at,ATP5G3
218603_at,HECA
222713_s_at,FANCF
235727_at,KLHL28
1567219_at,---
225810_at,MTMR10
230058_at,SDCCAG3
219398_at,CIDEC
212177_at,PNISR
209882_at,RIT1
226389_s_at,RAPGEF1
223409_at,OTTHUMG00000177963_///_RP13-638C3.4
212497_at,MAPK1IP1L
237568_at,---
202107_s_at,MCM2
203578_s_at,SLC7A6
227255_at,PDIK1L
200732_s_at,PTP4A1
212864_at,CDS2
218170_at,ISOC1
206212_at,CPA2
233970_s_at,TRMT6
208707_at,EIF5
239147_at,ARSK
235283_at,INTS6
37793_r_at,RAD51D
1555736_a_at,AGTRAP
222806_s_at,C11orf30
205324_s_at,FTSJ1
206887_at,CCBP2
221531_at,WDR61
231252_at,KANSL1L
227908_at,TBC1D24
204479_at,OSTF1
212954_at,DYRK4
242646_at,---
218749_s_at,SLC24A6
210301_at,XDH
203410_at,AP3M2
224793_s_at,TGFBR1
208055_s_at,HERC4
239122_at,---
226092_at,MPP5
225896_at,MPRIP
1569022_a_at,PIK3C2A
244154_at,DDHD1
204507_s_at,PPP3R1
1552663_a_at,ERC1
224852_at,TTC17
227162_at,ZBTB26
207719_x_at,CEP170
204817_at,ESPL1
200911_s_at,TACC1
235673_at,OTTHUMG00000183966_///_RP11-95D17.1
201282_at,OGDH
228251_at,CTB-50L17.7_///_OTTHUMG00000182004
228590_at,PTCD3
240608_at,---
234749_s_at,POC1A
217348_x_at,ARHGEF15
218699_at,RAB7L1
208447_s_at,PRPS1
232207_at,GUSBP4
226171_at,ZDHHC3
242108_at,---
238560_at,CALCOCO2
1554397_s_at,UEVLD
225882_at,SLC35B4
1555996_s_at,EIF4A2_///_MIR1248_///_SNORA4_///_SNORA63_///_SNORA81_///_SNORD2
228930_at,OTTHUMG00000172405_///_RP11-752G15.7
202787_s_at,MAPKAPK3
242989_at,STRN
242160_at,---
210625_s_at,AKAP1
236357_at,---
1559530_at,---
204761_at,USP6NL
225585_at,RAP2A
227420_at,TNFAIP8L1
206649_s_at,TFE3
202103_at,BRD4
236080_at,LOC100507670
225732_at,KLHL42
1557996_at,AC004951.6_///_OTTHUMG00000155268
232685_at,---
222807_at,C11orf30
219862_s_at,NARF
225669_at,IFNAR1
218294_s_at,NUP50
230213_at,C19orf43
212637_s_at,WWP1
218685_s_at,SMUG1
214210_at,SLC25A17
209478_at,STRA13
204008_at,DNAL4
235388_at,CHD9
238486_at,FRS2
235180_at,STYX
226416_at,ERI1
232569_at,---
227602_at,RAB7A
235300_x_at,RCHY1
1566480_x_at,OTTHUMG00000181824_///_RP11-1072C15.6
218890_x_at,MRPL35
212704_at,ZCCHC11
212842_x_at,RGPD3_///_RGPD4_///_RGPD5_///_RGPD6_///_RGPD8
229892_at,EP400NL
1562915_at,OTTHUMG00000164972_///_RP11-278I4.2
211342_x_at,MED12
240391_at,NDUFB2
206652_at,ZMYM5
240765_at,---
205194_at,PSPH
223465_at,COL4A3BP
220232_at,SCD5
201806_s_at,ATXN2L
1561896_at,OTTHUMG00000165292_///_RP11-111M22.3
219235_s_at,PHACTR4
208112_x_at,EHD1
233315_at,---
241385_at,LARP7
213626_at,CBR4
217620_s_at,PIK3CB
242844_at,PGGT1B
236527_at,ATP6V0E1
201920_at,SLC20A1
235848_x_at,---
243042_at,FAM73A
214266_s_at,PDLIM7
238959_at,LARP4
215030_at,GRSF1
229785_at,KRIT1
203916_at,NDST2
1562263_at,LOC100507156
218567_x_at,DPP3
222282_at,---
235045_at,RBM7
204344_s_at,SEC23A
204193_at,CHKB
204384_at,GOLGA2
215997_s_at,CUL4B
240478_at,---
219618_at,IRAK4
221214_s_at,NSMF
205072_s_at,XRCC4
232438_at,EPS15L1
203302_at,DCK
242760_x_at,PIGB
205707_at,IL17RA
1555241_at,C8orf59
216607_s_at,CYP51A1_///_LRRD1
206838_at,TBX19
229100_s_at,TIMM22
229299_at,NADK2
231086_at,---
213670_x_at,NSUN5P1
210658_s_at,GGA2
227490_at,WDFY2
222589_at,NLK
218032_at,SNN
241699_at,---
226964_at,TTBK2
212218_s_at,FASN
215587_x_at,---
225956_at,CREBRF
209534_x_at,AKAP13
210112_at,HPS1
239054_at,SFMBT1
220755_s_at,C6orf48
203054_s_at,TCTA
225435_at,SSR1
239228_at,---
209423_s_at,PHF20
225791_at,UBE2F
203339_at,SLC25A12
227962_at,ACOX1
224152_s_at,PBRM1
235442_at,CXorf56
225320_at,MCU
233245_at,UHRF1BP1
217752_s_at,CNDP2
243218_at,---
211130_x_at,EDA
227500_at,FBXL18
208999_at,8-Sep
226287_at,CCDC34
231763_at,POLR3A
203333_at,KIFAP3
49329_at,KLHL22
212522_at,PDE8A
1553715_s_at,FAM195A
226070_at,C9orf142
218432_at,FBXO3
1570249_x_at,---
212335_at,GNS
224610_at,SNHG1_///_SNORD22_///_SNORD25_///_SNORD26_///_SNORD27_///_SNORD28_///_SNORD29_///_SNORD31
214698_at,PTBP3
242691_at,CTC-444N24.11_///_OTTHUMG00000183241
200743_s_at,TPP1
228351_at,HEATR1
203362_s_at,MAD2L1
1555106_a_at,CTDSPL2
227229_at,VPS53
202101_s_at,RALB
213374_x_at,HIBCH
204234_s_at,ZNF195
232640_at,COMMD5
205173_x_at,CD58
226437_at,YIF1B
1557915_s_at,GSTO1
210950_s_at,FDFT1
202131_s_at,RIOK3
228512_at,PTCD3
215068_s_at,FBXL18
213370_s_at,SFMBT1
214061_at,WDR67
204244_s_at,DBF4
211205_x_at,PIP5K1A
223539_s_at,SERF1A_///_SERF1B
205052_at,AUH
212347_x_at,MIR4800_///_MXD4
211984_at,CALM1_///_CALM2_///_CALM3
1566472_s_at,LOC100996506_///_RETSAT
219004_s_at,MIS18A
241408_at,CRIPAK
225717_at,KIAA1715
239096_at,---
213858_at,ZNF250
210531_at,NR2C1
226198_at,TOM1L2
225677_at,BCAP29
211574_s_at,CD46
225654_at,NSD1
38043_at,FAM3A
213710_s_at,CALM1
1558747_at,SMCHD1
229766_at,ZNF445
203168_at,ATF6B
225334_at,C10orf32
210621_s_at,RASA1
235132_at,LOC254128
232849_at,LOC100128988
229212_at,---
219560_at,C22orf29
243817_at,---
227748_at,RBMXL1
1556178_x_at,TAF8
201193_at,IDH1
238523_at,KLHL36
211998_at,H3F3A_///_H3F3B_///_MIR4738
213314_at,SMIM8
241348_at,ZNF654
233851_s_at,TOR3A
1555193_a_at,ZNF277
201266_at,TXNRD1
1554016_a_at,USB1
227682_at,---
222851_at,ZNF654
238660_at,WDFY3
205628_at,PRIM2
222559_s_at,RPRD1A
201403_s_at,LOC100505828_///_MGST3
243642_x_at,---
218430_s_at,RFX7
213999_at,YIPF4
210148_at,HIPK3
209537_at,EXTL2
242304_at,WIBG
1558561_at,HM13
229905_at,RAP1GDS1
218972_at,TTC17
228830_s_at,ATF7
224982_at,AKT1S1
217541_x_at,ZNF816_///_ZNF816-ZNF321P
232683_s_at,PARP6
209935_at,ATP2C1
205854_at,TULP3
209711_at,SLC35D1
218897_at,TMEM177
221014_s_at,RAB33B
222451_s_at,ZDHHC9
243768_at,---
212801_at,CIT_///_MIR1178
218757_s_at,UPF3B
225505_s_at,PCED1A
204194_at,BACH1
227077_at,ZNF286A_///_ZNF286B
229520_s_at,GPATCH2L
225263_at,HS6ST1
219203_at,EMC9
230009_at,FAM118B
218128_at,NFYB
218984_at,PUS7
226624_at,---
235410_at,NPHP3
202825_at,SLC25A4
238948_at,TM9SF1
203554_x_at,PTTG1
226050_at,TMCO3
202519_at,MLXIP
1556434_at,---
232135_at,SAP30L
238821_at,CSTF2
211316_x_at,CFLAR
201067_at,PSMC2
214703_s_at,MAN2B2
219189_at,FBXL6
218540_at,THTPA
233977_at,GREB1L
208795_s_at,MCM7
223257_at,G2E3
1568596_a_at,TROAP
213698_at,ZMYM6_///_ZMYM6NB
235320_at,ARL6
202221_s_at,EP300
212128_s_at,DAG1
208369_s_at,GCDH
238653_at,---
202328_s_at,LOC101060429_///_PKD1
1558459_s_at,LOC401320
234733_s_at,FANCM
222030_at,SIVA1
224681_at,GNA12
216114_at,NCKIPSD
226463_at,ATP6V1C1
1556265_at,C20orf202
235526_at,SOX6
231970_at,GPATCH2L
40612_at,DOPEY1
209667_at,CES2
204203_at,CEBPG
218166_s_at,RSF1
200685_at,SRSF11
202779_s_at,UBE2S
229672_at,UQCC
1562456_at,---
1566927_at,LINC00527
217644_s_at,SOS2
212880_at,WDR7
232256_s_at,LOC401321
239151_at,BMS1P1_///_BMS1P5_///_LOC100996797
209054_s_at,WHSC1
223518_at,DFFA
214260_at,COPS8
209910_at,SLC25A16
236719_at,LOC100506299
203097_s_at,RAPGEF2
222685_at,HAUS6
239133_at,CTDSPL2
201471_s_at,SQSTM1
231960_at,BRWD1
213409_s_at,RHEB
218394_at,ROGDI
237051_at,---
218483_s_at,IFT46
228424_at,NAALADL1
224567_x_at,MALAT1
228239_at,LOC101060027_///_SMIM11
231834_at,RBM33
202942_at,ETFB
201118_at,PGD
214631_at,ZBTB33
227102_at,TRIM35
234988_at,VCPIP1
1558529_s_at,AP006222.2_///_OTTHUMG00000002553
243138_at,---
222036_s_at,MCM4
219012_s_at,C11orf30
241458_at,---
219348_at,USE1
241091_at,---
229804_x_at,CBWD1_///_CBWD2_///_CBWD3_///_CBWD5_///_CBWD6_///_LOC100653334_///_LOC101060578
200916_at,TAGLN2
207223_s_at,PTBP3
222567_s_at,MEX3C
224416_s_at,MED28
223245_at,STRBP
229663_at,LONP2
242829_x_at,---
224105_x_at,---
207953_at,---
218251_at,MID1IP1
239034_at,CXorf24
235324_at,SRSF3
234979_at,BCDIN3D
203269_at,NSMAF
235826_at,OTTHUMG00000175504_///_RP11-355O1.11
220954_s_at,PILRB
226259_at,EXOC6
1568877_a_at,ACBD5
225297_at,HAUS1
231904_at,U2AF1
228149_at,C7orf60
213303_x_at,ZBTB7A
235628_x_at,FLJ33630
231955_s_at,HIBADH
215908_at,---
224966_s_at,DUS3L
206499_s_at,RCC1
241725_at,E2F7
1563302_at,AC011995.3_///_OTTHUMG00000151428
218205_s_at,MKNK2
204068_at,STK3
1567319_at,---
209141_at,UBE2G1
213213_at,DIDO1
217973_at,DCXR
235452_at,AC011330.13_///_OTTHUMG00000150036
217859_s_at,SLC39A9
1558044_s_at,EXOSC6
232775_at,---
209397_at,ME2
238004_at,PGBD2
1554543_at,SPAG9
223301_s_at,CCDC82
230235_at,MCTS1
41329_at,SCYL3
223354_x_at,MFF
234863_x_at,FBXO5
243656_at,LOC642852
202096_s_at,TSPO
211212_s_at,ORC5
221041_s_at,SLC17A5
219688_at,BBS7
235138_at,---
226797_at,MBTD1
238739_at,IPMK
231075_x_at,RAPH1
229573_at,USP9X
212334_at,GNS
228916_at,CWF19L2
226977_at,IGIP
223178_s_at,NT5DC1
228151_at,ARL15
221294_at,GPR21
218498_s_at,ERO1L
219802_at,PYROXD1
216212_s_at,DKC1_///_MIR644B_///_SNORA56
228319_at,---
229987_at,---
222873_s_at,EHMT1
1554740_a_at,IPP
226320_at,ALYREF
222046_at,SRRT
1569144_a_at,C9orf169
224707_at,CYSTM1
230274_s_at,---
238156_at,---
35776_at,ITSN1
204950_at,CARD8
202179_at,BLMH
213434_at,STX2
224785_at,UBALD2
209375_at,XPC
201774_s_at,NCAPD2
219314_s_at,ZNF219
38892_at,GLTSCR1L
202006_at,PTPN12
221677_s_at,DONSON
218350_s_at,GMNN
229366_at,---
205732_s_at,NCOA2
1558581_at,TEX22
225307_at,ZNF511
231847_at,ANKRD54
224319_s_at,SMCR7L
241865_at,---
230667_at,FAM204A
227778_at,LOC377711_///_MROH1
241065_x_at,CMAS
1569302_at,KIAA1731
219581_at,TSEN2
227802_at,RUFY3
1559038_at,2-Sep
225913_at,PEAK1
224151_s_at,AK3
236580_at,---
227840_at,C2orf76
216210_x_at,TRIOBP
49679_s_at,MMP24-AS1
230293_at,MEAF6
239897_at,BCLAF1
207304_at,ZNF45
229997_at,VANGL1
227027_at,GFPT1
212853_at,DCUN1D4
227709_at,TPT1-AS1
223320_s_at,ABCB10
222492_at,PDXK
214377_s_at,CTRL
222126_at,AGFG2
232809_s_at,FLT1
213704_at,RABGGTB_///_SNORD45A_///_SNORD45B_///_SNORD45C
225845_at,ZBTB44
200730_s_at,PTP4A1
218411_s_at,MBIP
221709_s_at,ZNF839
241792_x_at,LUC7L3
231735_s_at,LOC100996467_///_MALAT1
238191_at,---
206335_at,GALNS
202875_s_at,PBX2
1554341_a_at,HELQ
222155_s_at,SLC52A2
240148_at,---
229665_at,CSTF3
228711_at,ZNF37A
1562434_at,UNK
225779_at,SLC27A4
232044_at,RBBP6
203801_at,MRPS14
221812_at,FBXO42
213951_s_at,PSMC3IP
207960_at,---
203127_s_at,SPTLC2
223548_at,SWT1
218414_s_at,NDE1
221650_s_at,LOC100996782_///_MED18
202842_s_at,DNAJB9
225254_at,CCDC97
222034_at,GNB2L1_///_SNORD95_///_SNORD96A
205315_s_at,SNTB2
218521_s_at,UBE2W
239601_at,TPGS2
235603_at,HNRNPU
221883_at,PKNOX1
219875_s_at,DESI2
202183_s_at,KIF22
203162_s_at,KATNB1
212310_at,MIA3
204001_at,SNAPC3
205716_at,SLC25A40
222149_x_at,GOLGA8CP_///_GOLGA8DP_///_GOLGA8EP_///_GOLGA8F_///_GOLGA8G
226805_at,FITM2
1552423_at,ETV3
218526_s_at,RANGRF
228429_x_at,KIF9
1559977_a_at,SLC25A34
242139_s_at,ERVK3-1
202671_s_at,PDXK
1562940_at,---
233924_s_at,EXOC6
218930_s_at,TMEM106B
202098_s_at,PRMT2
220028_at,ACVR2B
225044_at,NT5C3B
225854_x_at,IRF2BP2
201207_at,TNFAIP1
218979_at,RMI1
208478_s_at,BAX
219330_at,VANGL1
244756_at,ANKRD13D
226886_at,GFPT1
230685_at,FLJ33630
238651_at,---
204554_at,PPP1R3D
243524_at,---
201063_at,RCN1
227624_at,TET2
226238_at,MCEE
226201_at,DOT1L
235120_at,SEC22C
218962_s_at,TMEM168
226168_at,ZFAND2B
242403_at,---
225335_at,ZNF496
212640_at,PTPLB
207667_s_at,LOC100996792_///_MAP2K3
227094_at,DHTKD1
218481_at,EXOSC5
225879_at,TSEN54
228899_at,---
1557186_s_at,TPCN1
227482_at,ADCK1
203101_s_at,MGAT2
244052_at,CBR4
220985_s_at,RNF170
223463_at,RAB23
225636_at,STAT2
203117_s_at,PAN2
223814_at,TRNT1
210160_at,PAFAH1B2
209064_x_at,PAIP1
235584_at,LOC285033
1559023_a_at,EFCAB14
213302_at,PFAS
244018_at,---
212437_at,CENPB
231848_x_at,ZNF207
208873_s_at,REEP5
220659_s_at,C7orf43
222635_s_at,MED28
40562_at,GNA11
220096_at,---
205588_s_at,FGFR1OP
204976_s_at,AMMECR1
1567213_at,PNN
234488_s_at,GMCL1_///_GMCL1P1
222333_at,ALS2CL
238765_at,ATP6V1G1
221542_s_at,ERLIN2
235559_at,FAM188B_///_INMT-FAM188B
201974_s_at,CCZ1
230257_s_at,TSEN15
1557100_s_at,HECTD1
244828_x_at,NAF1
217166_at,PTMAP1_///_PTMAP1
206816_s_at,SPAG8
230194_at,LRPPRC
208138_at,GAST
224450_s_at,RIOK1
220948_s_at,ATP1A1
1558742_at,---
241596_at,NUDT10
202656_s_at,SERTAD2
1554456_a_at,LINS
223442_at,NICN1
226509_at,ZNF641
211578_s_at,RPS6KB1
203536_s_at,CIAO1
220740_s_at,SLC12A6
216115_at,NF1
215054_at,EPOR
226156_at,AKT2
1555562_a_at,ZCCHC7
202702_at,TRIM26
222622_at,PGP
212482_at,RMND5A
217991_x_at,SSBP3
235502_at,PPP2CA
205955_at,---
234347_s_at,DENR
224798_s_at,FAM219B
204756_at,MAP2K5
223989_s_at,REXO2
231225_at,---
239242_at,SLC25A5-AS1
215387_x_at,---
238011_at,OTTHUMG00000178148_///_RP11-473I1.9
204732_s_at,TRIM23
201724_s_at,GALNT1
203432_at,TMPO
206948_at,NEU3
235809_at,LIN54
226901_at,C17orf58
214820_at,BRWD1
242251_at,SPATA5
219166_at,DNAAF2
204453_at,ZNF84
217468_at,CYP2D6
239742_at,OTTHUMG00000015909_///_RP11-732M18.3
225483_at,VPS26B
210257_x_at,CUL4B
214583_at,DDI2_///_RSC1A1
203201_at,PMM2
223413_s_at,LYAR
224928_at,SETD7
222805_at,MANEA
202848_s_at,GRK6
202125_s_at,TRAK2
205855_at,ZNF197
212451_at,SECISBP2L
236004_at,---
227887_at,FOXN3-AS1
214398_s_at,IKBKE
222553_x_at,OXR1
202100_at,RALB
203693_s_at,E2F3
226280_at,BNIP2
230871_at,DHX30
228380_at,SENP2
219846_at,GON4L
241945_at,CTD-2010I22.2_///_OTTHUMG00000161939
204250_s_at,CEP164
203118_at,PCSK7
229086_at,C1orf213
220083_x_at,UCHL5
230223_at,---
237337_at,---
213686_at,VPS13A
222741_s_at,SAYSD1
227319_at,KLHL36
221965_at,OTTHUMG00000168850_///_RP11-546D6.3
210251_s_at,RUFY3
218630_at,MKS1
236241_at,MED31
227787_s_at,MED30
214670_at,ZKSCAN1
214976_at,RPL13_///_SNORD68
238389_s_at,---
226781_at,C7orf55_///_C7orf55-LUC7L2
208249_s_at,TGDS
1567081_x_at,CLN6
1556006_s_at,CTB-89H12.4_///_OTTHUMG00000163462
208928_at,POR
1554172_a_at,ZMYM3
204986_s_at,TAOK2
219251_s_at,WDR60
213072_at,CYHR1
238470_at,SYS1
235142_at,ZBTB8A
217508_s_at,C18orf25
232861_at,PDP2
239771_at,CAND1
236232_at,---
212366_at,ZNF292
217182_at,---
222517_at,AP3M1
218471_s_at,BBS1
220486_x_at,TMEM164
234339_s_at,GLTSCR2_///_SNORD23
206782_s_at,DNAJC4
237783_at,PLAC8L1
211027_s_at,IKBKB
205411_at,STK4
221487_s_at,ENSA
214017_s_at,DHX34
209337_at,PSIP1
1555037_a_at,IDH1
224308_s_at,INTS2
202339_at,SYMPK
218420_s_at,PROSER1
220097_s_at,TMEM104
218100_s_at,IFT57
243055_at,---
219184_x_at,TIMM22
235162_at,MDM4
223223_at,ARV1
203213_at,CDK1
225231_at,CBL
206302_s_at,LOC100996752_///_LOC101060261_///_NUDT4_///_NUDT4P1
228774_at,CEP78
208188_at,KRT9
204957_at,ORC5
225295_at,SLC39A10
213115_at,ATG4A
224462_s_at,CHCHD6
213402_at,ZNF787
222408_s_at,YPEL5
216545_at,GOT2P1_///_GOT2P1
1557124_at,TMEM198B
236941_at,PRR14L
208829_at,TAPBP
226561_at,AGFG1
226009_at,DPCD
227033_at,PDIA3
227595_at,ZMYM6
226630_at,MIS18BP1
204303_s_at,CTIF
201036_s_at,HADH
235984_at,---
223763_at,DTNBP1
209674_at,CRY1
218866_s_at,POLR3K
230298_at,MBLAC2
223284_at,NAT14
238794_at,SFR1
215519_x_at,SGSM3
223445_at,DTNBP1
235297_at,CELF1
236515_at,---
226104_at,RNF170
214005_at,GGCX
213501_at,ACOX1
242191_at,NBPF10
218909_at,RPS6KC1
213616_at,TPGS2
240307_at,---
1554986_a_at,SNX19
235119_at,TAF3
218459_at,TOR3A
218848_at,THOC6
228049_x_at,LOC100507303
214785_at,VPS13A
244811_at,PHIP
203683_s_at,VEGFB
235330_at,CCDC117
217631_at,GTPBP4
235341_at,DNAJC3
212789_at,NCAPD3
1563521_at,MOB3B
225731_at,ANKRD50
204129_at,BCL9_///_LOC101060700
202111_at,SLC4A2
242550_at,EIF3B
226208_at,ZSWIM6
207545_s_at,NUMB
202108_at,PEPD
224954_at,SHMT1
206184_at,CRKL
231953_at,BPTF
208817_at,COMT
229807_s_at,AC009133.15_///_OTTHUMG00000177140
226283_at,POC1B
225203_at,PPP1R16A
202872_at,ATP6V1C1
203884_s_at,RAB11FIP2
204226_at,STAU2
243673_at,---
203430_at,HEBP2
235003_at,UHMK1
64432_at,MAPKAPK5-AS1
227504_s_at,---
226902_at,USP13
217042_at,RDH11
1553148_a_at,SNX13
207904_s_at,LNPEP
213211_s_at,TAF6L
203015_s_at,SSX2IP
222113_s_at,EPS15L1
222132_s_at,AGK
1554077_a_at,TMEM53
232373_at,NOXA1
214100_x_at,NSUN5P1
220917_s_at,WDR19
215130_s_at,IQCK
214690_at,TAF1B
217406_at,OTTHUMG00000150006_///_RP1-149A16.17
236267_at,ZNF346
203701_s_at,TRMT1
203555_at,PTPN18
206708_at,FOXN2
212396_s_at,EMC1
236274_at,EIF3B
209250_at,DEGS1
225632_s_at,ISY1-RAB43_///_RAB43
229365_at,PPP1R3F
215855_s_at,TMF1
1560514_at,LINC00636
1558173_a_at,LUZP1
212150_at,EFR3A
223554_s_at,RANGRF
235076_at,CALCOCO2
230821_at,ZNF148
238775_at,ITFG1
1556060_a_at,ZNF451
200757_s_at,CALU
219223_at,CACFD1
200831_s_at,SCD
228437_at,CNIH4
227293_at,---
219328_at,DDX31
204423_at,MKLN1
1560145_at,MKLN1
